Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_10-14-24 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6423.17,7980.19,6156.25,5174.2,5667.53,6028.1,5630.17,5249.25,4957.76,5329.51,5356.51,4885.96
,B,4842.04,5085.75,4864.52,4663.71,4744.45,4945.39,4562.8,4690.6,4557.04,4541.34,4478.7,4419.59
,C,4690.04,5631.1,4721.59,4527.15,4653.85,4958.71,4657.21,4669.3,4479.76,4597.72,4446.88,4341.08
,D,4712.13,5433.14,4669.47,4422.49,4553.6,4770.62,4301.98,4422.22,4408.44,4379.9,4239.2,4234.58
,E,5357.55,5270.36,4567.59,4628.12,4488.77,4874.72,4379.3,4077.12,4181.79,4486.83,4350.23,4098.5
,F,5437.96,5351.6,4443.31,4349.64,4452.33,4448.67,4357.56,4446.61,4472.85,4278,4227.49,4313.76
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3055510,3512470,2448700,2006020,2517360,2940900,2527000,2129900,2007770,1952440,1947420,1795190
,B,2502770,2845140,2936430,2505960,2406390,2977910,2672540,2884320,2423260,2333270,2193650,1968100
,C,367318,518501,404488,425271,457603,521273,487255,456194,412205,378782,391681,384767
,D,1320520,1843000,1127430,1058580,1206780,1377890,1055060,1131680,1151580,1015580,961594,811117
,E,350043,538078,405527,460037,502947,588451,439616,378749,411660,438893,424199,444446
,F,305898,331026,321196,359645,350169,322931,302244,294132,244454,220076,218585,217741
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
