Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-30-2019_2-11-25 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7758.55,6165.91,7407.49,7296.29,7629.29,6910.65,7537.58,6111.47,7250.01,6187.56,6920.7,6906.76
,B,6257.82,5716.22,6264.61,6062.69,6316.66,5969.13,5870.15,5626.44,5681.86,5816.76,5944.27,5768.45
,C,6447.36,5801.46,6233.82,6117.15,6119.74,6046.91,5885.7,5599.79,6011,6038.93,6096.5,5909.34
,D,6232.11,6033.99,6239.52,6138.96,6326.52,5716.29,6152.6,5906.04,6106.91,5985.91,5962.4,6503.17
,E,6228.64,5874.35,6232.13,6464.23,6343.85,5651.71,6042.95,5563.48,6257.64,5606.51,5692.26,5432.19
,F,5876.45,5827.55,5645.63,5519.78,5460.62,5123.34,5092.55,5232.42,5805.4,5082.84,5111.2,5124.8
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1431470,1014710,1337240,1431300,1640070,1380690,1178540,1029360,1057650,809047,872934,769334
,B,880044,701073,892688,750365,847971,828483,611197,587187,583807,406235,417331,340728
,C,489293,409245,496336,438873,446586,478397,264374,253870,246681,120702,159003,129120
,D,677521,716193,809039,743989,814188,775072,703809,612576,733431,402010,447100,550161
,E,483328,377239,458542,532773,565698,497322,316319,264496,298597,162508,171519,389982
,F,230391,327068,255321,227389,265433,195555,85777.6,98282.2,130955,63093.4,66156.5,184603
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
