Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-28-2019_11-38-59 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4908.67,3827.83,4761.23,4978.34,5137.99,4765.12,4889.68,4417.64,5068.09,4158.16,4706.17,4612.4
,B,3949.43,3700.74,4033.14,4039.12,4304.4,4088.41,4013.01,4033.22,3905.29,4108.25,4110.04,4142.81
,C,3989.01,3864.71,4001.84,4109.46,4244.8,3949.89,4195.54,3974.55,4228.51,4259.91,4199.06,4142.02
,D,3991.69,3799.56,4118.37,3953.74,4282.81,4022.82,4288.53,4046.39,4370.43,4213.63,4229.91,4761.34
,E,3808.91,3686.9,4148.76,4241.69,4293.81,4128.21,4319.8,3915.98,4019.24,4007.97,4110.14,4122.11
,F,4090.77,3942.5,4024.15,3992.33,3991.7,4064.08,4154.48,4026.76,4478.44,3946.54,3887.2,4543.01
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4017830,2268400,3736800,3652780,3889180,3195860,2254520,1337250,1681290,660695,955587,657427
,B,4219250,3479070,4539400,4118350,5145900,4360610,2388680,2444980,2170280,1313990,1430480,860199
,C,462333,432166,446778,371942,491675,410818,172629,160312,152977,77996,83598.9,81979.3
,D,1222190,1519490,2028550,1745580,2438680,2072250,1565300,1312290,1702340,633301,692113,822665
,E,517622,506572,507413,573063,663511,487807,242999,196133,219036,108950,111545,262701
,F,428260,469419,466369,385677,431734,404058,174094,204087,304306,125997,127038,348909
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
