Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto1.5h_RealTime-Glo_4-16-2019_5-37-02 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4442.84,4314.23,4379,4607.5,4197.35,3861.16,4112.05,3896.32,4066.71,3832.25,4043.2,3892.78
,B,4407.23,4478,4133.77,4274.13,4262.59,4306.87,4126.58,3942.72,3985.78,4065.89,3919.48,3845.27
,C,4024.5,3970.88,3964.19,4319.27,3983.21,3968.45,4013.3,3729.36,3868.14,3900.9,3669.34,3631.95
,D,3810.85,3987.74,3877.89,3817.86,3750.59,3961.51,3888.06,3868.04,3650.99,3625.19,3703.25,3595.82
,E,4234.37,3909.94,4187.18,4146.3,4144.72,3986.52,3972.85,3852.88,3913.52,3944.89,3874.62,3804.23
,F,3901.98,3802.45,3761.26,3820.04,3944.65,3947.35,3806.86,3896.81,4027,3805.7,3776.11,3925.67
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1275150,1571490,1316260,1369320,960927,662789,695295,455478,616441,333085,448126,381434
,B,4178200,4966460,4033560,3581480,3719560,3226100,3157990,2186650,2110770,1989290,1852380,1496750
,C,364887,353576,328569,383544,311527,317798,198588,167439,223492,126495,102386,109215
,D,820946,1120870,939892,809794,686813,914557,505423,447768,367341,303307,303108,250926
,E,561780,616574,552399,432502,555778,473499,299530,245555,257230,215755,209787,189955
,F,134502,98901.4,106240,98165,108321,98062,58736.4,47995.2,62773.3,43444.1,41876.2,44333
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
