Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto10.0h_RealTime-Glo_4-17-2019_2-09-12 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5259.27,5191.36,4921.92,5247.01,4528.01,4167.37,4514.5,4306.28,4508.32,4253.66,4512.39,4352.21
,B,4951.65,4862.03,4517.69,4541.46,4545.63,4589.17,4511.63,4319.96,4447.01,4542.82,4305,4270.31
,C,4456.54,4329.7,4235.47,4690.56,4219.23,4210.72,4292.64,4012.37,4153.89,4240.65,4005.63,4010.71
,D,4307.9,4220.21,4126.47,4045.17,3957.5,4172.51,3957.91,4077.56,3907.37,4029.83,4070.87,3914.45
,E,4692.84,4231.97,4448.76,4399.86,4424.53,4229.76,4237.73,4177.36,4451.35,4251.63,4173.36,4118.12
,F,4137.94,3953.44,3895.98,3932.18,4059.31,4341.19,3966.86,4033.51,4220.01,3947.56,3989.42,4119.79
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1340740,1516380,1423520,1378530,1080150,876462,883677,645372,792180,558227,685455,594422
,B,3124920,3586600,3024410,2600410,2682480,2409990,2364790,1847430,1939690,1916510,1583340,1594750
,C,443075,402071,373617,406057,336358,351050,248524,224994,269357,182250,150611,160703
,D,1072620,1271970,1070900,935673,846631,1058320,653589,641429,575413,464904,438340,385567
,E,646724,669949,632264,537005,673800,578368,394211,358818,393460,299809,289269,262377
,F,199037,161251,156472,141951,143904,135716,86215.4,73518.6,91401.1,62527.8,81042.6,60756.7
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
