Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto20.5h_RealTime-Glo_4-17-2019_12-33-35 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5281.95,5170.43,5047.08,5287.81,4730.24,4244.25,4530.71,4377.08,4515.1,4239.1,4477.66,4325.98
,B,5121.93,5022.17,4665.72,4743.87,4675.97,4741.63,4586.68,4351.71,4487.56,4569.63,4310.02,4308.25
,C,4706.4,4495.39,4362.24,4806.77,4318.79,4327.07,4372.58,4063.66,4203.39,4242.59,4021.28,3989.74
,D,4455.21,4370.4,4284.82,4180.41,4052.95,4287.58,4059.12,4167.16,3969.44,4007.5,4085.13,3923.45
,E,4914.63,4320.29,4606.05,4528.97,4526.47,4304.07,4334.55,4183.22,4510.97,4289.73,4216.47,4106.82
,F,4285.85,4060.38,3991.84,4006.43,4117.49,4386.17,4012.29,4054.11,4275.42,3960.17,4010.62,4100.74
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1208240,1359520,1299610,1200070,979220,818587,761368,549557,664425,475054,607597,539641
,B,2250910,2463470,2251820,1895360,1943930,1803970,1578390,1360280,1420590,1350470,1249810,1259680
,C,409514,363300,326638,370457,340810,317126,223189,204769,243267,151129,144369,140548
,D,996444,1018480,865368,816873,739033,895816,562938,572831,490250,457811,420773,389542
,E,554099,575220,546971,485740,572526,519866,330694,323912,354064,258925,250552,224957
,F,197739,172151,175174,160049,154048,154855,94098.4,81111.1,103997,66233,77951.7,66693.1
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
