Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto26.5h_RealTime-Glo_4-17-2019_6-10-20 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5298.62,5192.74,5071.07,5320.36,4754.84,4255.43,4565.5,4443.88,4643.9,4357.39,4657.43,4499.94
,B,5143.79,5029.64,4701.48,4761.05,4685.68,4754.63,4602.75,4382.83,4574.2,4655.54,4417.74,4409.13
,C,4740.47,4505.5,4366.82,4817.71,4324.99,4291.38,4374.88,4095.77,4242.93,4309.04,4096.1,4086.35
,D,4489.74,4384.09,4295.3,4190.98,4063.99,4303.63,4089.59,4202.62,4006.13,4052.54,4137.79,3989.48
,E,4934.64,4403.61,4632.05,4538.98,4528.73,4318.9,4351.44,4207.56,4535.48,4327.85,4284.38,4154.69
,F,4284.43,4065.07,3991.82,4003.71,4113.29,4408.42,4026.1,4061.47,4293.93,3972.46,4039.77,4129.42
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1138210,1216160,1210290,1142300,942747,807495,706905,541574,643936,449632,561542,510566
,B,1966030,2103760,2023170,1782430,1782940,1618350,1399580,1304160,1333390,1241030,1163240,1173160
,C,404531,365518,346758,386535,339348,318119,221090,204358,240978,149311,145662,140292
,D,1018340,1079790,937282,810830,747891,889189,549543,574923,495895,470995,434684,411629
,E,551023,550413,530545,497370,555186,499532,318742,300576,334311,249216,233261,214317
,F,226969,197246,195548,166918,164841,165486,101596,86987.2,111924,69339.3,76959.9,70603.3
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
