Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto24.5h_RealTime-Glo_4-17-2019_4-10-26 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5265.71,5173.67,5041.34,5300.59,4736.15,4244.92,4554.85,4442.7,4634.62,4333.9,4614.62,4515.42
,B,5083.31,4982.12,4653.64,4724.25,4655.08,4731.31,4596.62,4406.92,4602.88,4700.87,4443.63,4457.62
,C,4684.01,4469.69,4331.52,4785.47,4296.85,4292.5,4359.89,4091.87,4250.28,4327.83,4106.71,4103.4
,D,4443.4,4343.86,4257.99,4161.48,4035.34,4271.92,4054.51,4178.54,3994.49,4054.62,4149.42,3988.86
,E,4884,4331.41,4579.76,4504.05,4506.35,4289,4328.53,4192.89,4517.53,4315.29,4261.7,4157.27
,F,4236.44,4034.87,3962.32,3982.89,4093.76,4389.76,4008.23,4049.16,4283.08,3970.92,4035.53,4128.24
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1122210,1287430,1229490,1198580,962912,818818,721793,539450,657207,447685,573741,515957
,B,2079060,2322030,2079120,1851900,1875490,1707550,1462700,1304480,1387470,1316960,1170510,1188370
,C,378579,361866,345520,368245,338286,315458,219031,204634,241572,149845,143592,139726
,D,961934,1095590,932555,819617,747481,878269,567543,567569,493108,472100,454045,405020
,E,543669,553024,536256,479897,561151,506765,323135,312907,339248,253157,238522,217529
,F,182688,167099,176966,163000,159595,161445,96372.4,84553.1,109106,68481.3,76622.3,69052.3
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
