Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto22.0h_RealTime-Glo_4-17-2019_1-40-26 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5265.43,5162.23,5028.7,5292.1,4728.85,4239.91,4550,4396,4583.64,4338.5,4584.9,4472.21
,B,5103.05,4997.44,4661.3,4717.52,4654.06,4726.04,4580.97,4356.22,4517.21,4594.01,4360.89,4404.74
,C,4683.1,4471.03,4339.42,4778.02,4296.84,4305.75,4353.95,4055.53,4194.27,4246.13,4031.05,4029.75
,D,4444.13,4354.48,4258.35,4157.48,4034.27,4269.64,4035.32,4152.92,3960.84,3996.82,4092.13,3942.98
,E,4884.63,4289.84,4581.65,4506.27,4504.3,4281.36,4316.64,4169.68,4486.99,4277.15,4202.8,4111.03
,F,4247.28,4037.76,3968.84,3984.72,4093.09,4359.64,3992.57,4036.11,4259.81,3944.04,4002.68,4090.51
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1152490,1303430,1259800,1203920,972527,812914,737769,552313,688724,461604,576784,523539
,B,2196250,2402400,2228290,1919490,1976430,1776260,1558940,1335230,1434460,1372140,1258890,1273220
,C,390296,378115,351372,368131,335109,325061,219565,203708,240034,149887,144591,140391
,D,1093480,1101730,939005,812852,755988,888464,557068,569710,488338,463843,421501,397383
,E,546842,572479,545170,485932,568214,510740,327740,303833,347477,255884,244108,227272
,F,190397,164848,172255,158528,158807,158493,95498.9,82150.8,104967,66300.4,77331.8,68488.4
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
