Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_7-20-46 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5877.03,5573.84,5656.13,5567.41,5049.84,5584.26,5475.49,5479.55,5819.98,14825.2,14232.3,15867.4
,B,5130.57,5176.64,4585.09,4681.98,4682.56,4722.04,5018.61,4805.5,4924,12307.2,11899.1,11042.3
,C,5599.72,5072.33,4923.99,5077.84,4865,4807.5,5218.27,5085.23,5287.3,17195.5,23730.9,21563
,D,4821.45,4456.37,4621.2,4594.39,4409.03,4624.54,4653.93,4691.44,4897.97,11600.2,12148.2,13428.3
,E,4490.32,4467.58,4269.82,4460.35,4279.87,4241.19,4445.41,4520.23,4763.16,8722.86,9176.22,10840.1
,F,4234.8,4096.18,4139.62,4203.75,4199.68,4608.95,4379.33,4651.91,4405.74,5187.47,5231.2,5289.05
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2141480,1162720,2152910,2131010,2058590,2264280,2420130,2263490,2584500,4267860,4210350,4046920
,B,2281740,2180930,1996250,1997560,2122510,2136830,2115600,2132400,2116840,4153450,3969760,3565690
,C,538406,567054,601603,562048,580674,643834,630683,680872,632311,2067420,2539350,2366920
,D,807238,946487,1130310,1184400,1157740,1223560,1077850,1153880,1199920,2172630,2335370,2445410
,E,374373,428666,411113,442205,463169,413803,464304,430754,450464,1519940,1439020,1436070
,F,155068,166341,163366,159663,159874,171919,136932,114965,126482,341244,388168,340863
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
