Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_10-11-15 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7875.54,9473.84,7554.19,6208.77,6882.39,6572.63,6183.69,5551.37,5306.41,5707.22,6294.81,5777.89
,B,5926.26,5998.1,5507.99,4701.5,4787.24,5020.8,4572.05,4650.52,4805.12,4866.23,4616.72,4544.77
,C,5760.16,6271.99,5395.38,4620.24,4729.52,5007.63,4694.63,4697.87,4458.61,4572.65,4606.65,4593.46
,D,5697.48,6348.84,5385.18,4542.98,4612.04,4801.47,4356.93,4402.56,4427.09,4358.58,4423.95,4287.92
,E,6163.88,6217.47,5178.12,4798.13,4676.29,4950.78,4378.15,4096.15,4210.9,4576.24,4418.1,4271.23
,F,5992.25,5869.36,4927.1,4440.13,4455.2,4409.56,4296.27,4388.57,4414.14,4232.93,4188.58,4287.51
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2379170,2870270,2144840,1798060,2148340,2428150,2177660,1856570,1786570,1738380,1754380,1625040
,B,1604100,1757570,1662300,1631680,1489260,1873350,1693360,1819460,1681230,1626870,1548280,1371250
,C,359562,553220,479256,467336,477568,566334,480548,470691,436525,405938,407124,405635
,D,1093710,1598500,1067060,1011390,1086570,1222250,981208,1108100,1074710,914909,884415,775188
,E,364382,524659,397977,455199,458708,534726,429372,367694,394415,435554,414336,436550
,F,332538,333755,331731,337783,327278,297161,284113,268686,224205,197260,197830,196888
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
