Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-28-2019_9-11-06 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5269.52,6289.16,4916.22,4201.36,4591.28,4762.19,4382.36,4225.45,3994.63,4311.21,4261.11,3968.07
,B,4048.6,4337.3,4091.21,3973.22,4072.6,4231.25,3900.81,4007.22,3846.33,3775.2,3768.53,3738.93
,C,3981.85,4815.04,4084.56,3877.87,3965.87,4182.93,3948.49,3962.59,3772.08,3819.25,3764.02,3690.04
,D,4006.38,4735.97,4064.03,3825.45,3974.79,4100.21,3753.2,3817.9,3871.8,3742.91,3626.21,3608.27
,E,3939.26,4664.8,4101.69,4017.18,3976.65,4283.42,3803.83,3614.23,3732.89,3847.35,3673.47,3523.67
,F,4160.23,4127.43,4167.82,4073.87,4186.75,4188.67,4092.35,4174.63,4187.76,3961.57,3924.69,4000.32
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4375740,4426280,3235020,2606020,3122010,3829290,3020510,2518620,2559110,2645990,2762180,1860740
,B,4194740,6528140,5530960,4803730,4552040,6432950,5771980,5052920,4206370,4651950,4594440,3430100
,C,240844,406002,295767,303824,340848,402104,340192,363564,320276,271072,295327,286050
,D,1753470,3042050,1453150,1129080,1371070,1667940,1040580,1309800,1179590,1299460,930927,918672
,E,249790,447088,380677,385126,440151,559126,352344,313141,357786,327119,309189,284320
,F,393545,409437,414193,449210,456065,438294,392380,409861,333119,283955,295145,296504
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
