Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_6-25-43 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6026.55,6098.33,6061.89,5748.56,5200.06,5824.05,5704.69,5778.46,6180.33,16484.3,15714.4,17833.9
,B,5360.3,5794.4,4731.15,4864.76,4802.76,4869.83,5164.44,4989.21,5163.8,13517.5,13184.5,12475.6
,C,5811.69,5212.24,5066.97,5265.51,5006.16,4978.44,5566.77,5358.38,5675.67,18524.6,24160.6,22845.5
,D,4948.39,4572.66,4752.58,4678.16,4536.93,4708.2,4754.14,4816.89,4988.65,12017.2,12133.1,12835
,E,4661.64,4597.34,4383.58,4527.85,4381.49,4379.74,4559.86,4648.52,4874.46,8976.01,9070.56,10037.8
,F,4355.72,4172.12,4218.53,4292.77,4280.46,4725.34,4477.03,4755.07,4506.67,5356.83,5388.62,5444.63
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1687860,1145580,1856970,1894450,1739470,1875270,2164270,2073220,2237030,3678860,3402690,3488580
,B,1572380,1583510,1561560,1457240,1527730,1568570,1571110,1512950,1457420,3104090,2897800,2411580
,C,548470,614055,655583,602520,607856,697894,689351,761530,701461,1790430,2072070,1969780
,D,790394,929990,1114360,1065500,1090150,1151450,1046500,1078070,1109430,1821100,1955140,1956610
,E,396287,431037,419423,446821,468873,417919,470401,432265,449680,1247130,1195640,1197080
,F,187009,196991,197496,194097,193302,211189,188048,139538,151330,299373,311920,300546
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
