Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-29-2019_10-40-00 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5630.67,4347.35,5390.63,5526.63,5776.88,5361.25,5590.9,4924.24,5756.3,4609.27,5266.24,5174.93
,B,4459.64,4097.39,4441.09,4448.43,4722.56,4530.03,4376.6,4452.93,4290.06,4586.58,4615.97,4508.86
,C,4505.74,4138.28,4377.16,4429.75,4575.75,4303.39,4558.15,4386.02,4657.19,4713.75,4605.13,4572.09
,D,4399.39,4181.25,4425.33,4242.83,4643.99,4393.25,4658.42,4404.39,4770.11,4563.06,4678.8,5180.03
,E,4282.84,3887.77,4421.5,4563.19,4626.62,4394.8,4652.65,4209.17,4323.78,4349.39,4386.02,4418.59
,F,4369.46,4233.27,4196.88,4160.65,4143.64,4229.49,4310.24,4209.83,4722.2,4118.09,4060.66,4669.61
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3082660,2077570,2643380,2557470,2824410,2312180,2056550,1368010,1521730,820726,1074050,795405
,B,2925650,2486850,2636840,2404290,2745620,2532410,1656650,1686960,1509550,1058860,1138770,758077
,C,552743,390042,403590,344928,446634,391682,182606,174734,170034,83332.7,99572.1,93294.8
,D,1256440,1329020,1544160,1237400,1579070,1530940,1299270,1081880,1410790,623574,754791,834319
,E,594739,413462,476891,542182,591921,518611,279681,249893,267948,122102,123794,319764
,F,365708,434915,258848,207075,227320,218732,105027,117228,187556,78190.6,76964.9,200392
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
