Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_7-49-10 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6175.93,6277.2,5981.88,5738.32,5241.11,5784.07,5719.56,5710.11,6303.45,15486.1,14753.9,16614
,B,5431.65,6181.92,4880.12,4895.65,4895.81,4912.54,5189.83,4950.86,5059.4,12723.5,12302.2,11403.5
,C,5906.77,5322.24,5163.53,5338.31,5118.01,5182.59,5702.31,5492.65,5796.29,16125.8,23380.6,20724.5
,D,5036.35,4632.15,4824.26,4744.42,4593.58,4725.15,4763.96,4811.91,5014.24,11463.7,12176.3,13577.4
,E,4752.55,4752.95,4440.63,4626.28,4485.28,4403.01,4575.65,4657.29,4906.25,8661.98,9031.02,10572.3
,F,4419.54,4202.51,4248.07,4319.71,4304.55,4785.86,4481.68,4750.83,4502.97,5321.21,5371.16,5441.72
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1381830,1096890,1604760,1623550,1531200,1640030,1997720,1848420,2036130,3471560,2992040,3249860
,B,1070900,1035140,1047480,976856,1023900,1034800,1082210,1011180,1017030,2345810,2265200,1959600
,C,608144,691034,741409,673540,681285,773961,787016,913532,811836,1489970,1923700,1694740
,D,887479,877671,1005740,995204,956306,1077370,970151,1018220,1068200,1495690,1628320,1656090
,E,406668,465656,432569,461116,462436,418307,473878,441202,468282,1009460,997893,988934
,F,222655,233822,233882,221056,234854,253676,198538,166523,178314,261867,257934,254254
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
