Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_3-28-49 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6122.25,7604.24,5829.94,4893.24,5336.24,5474.07,5211.47,4896.92,4600.08,5021.67,4968.52,4444.28
,B,4562.46,4848.48,4576.54,4437.9,4485.73,4696.87,4296.17,4419.23,4296.19,4213.8,4183.67,4124.68
,C,4440.36,5392.1,4499.62,4291.32,4416.99,4692.83,4419.3,4426.56,4214.52,4326.26,4211.55,4112.7
,D,4449.61,5225.22,4439.06,4191.28,4345.12,4540.19,4068.28,4190.76,4191.94,4133.78,4018.78,3997.52
,E,5249.01,5062.51,4420.44,4403.82,4276.41,4610.07,4140.99,3862.76,3954.89,4236.53,4019.46,3859.06
,F,5339.28,5226.09,4304.4,4205.12,4304.99,4298.83,4213.56,4295,4320.67,4126.7,4087.57,4172.04
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3754740,4021020,3043950,2522570,3037760,3561170,2982150,2509500,2429070,2230880,2257950,2015420
,B,3290230,4107250,3420030,3514240,3249460,4297870,3720150,3774450,3108640,3136840,2974330,2655480
,C,365314,563944,416163,455134,497019,577518,496263,505461,450350,430198,422286,422608
,D,1538850,2435390,1335850,1239770,1428760,1684710,1232330,1423190,1331630,1304890,1130630,955287
,E,355894,614344,452671,557331,600184,680548,493230,438480,466870,488584,461558,465952
,F,402464,422335,422687,470414,465072,434566,406305,397012,327806,287824,293384,288519
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
