Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto40.0h_RealTime-Glo_4-18-2019_8-09-05 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5456.06,5335.83,5136.55,5444.84,4794.27,4304.73,4671.68,4467.39,4624.5,4423.97,4674.05,4507.88
,B,5219.48,5084.28,4785.12,4821.34,4744.8,4796.45,4697.24,4461.88,4660.67,4663.84,4429.55,4466.69
,C,4856.27,4586.99,4444.73,4875.32,4404.76,4433.62,4436.37,4243.12,4383.2,4452.18,4223.17,4172.49
,D,4596.46,4445.31,4393.98,4275.49,4135.75,4373.36,4262,4330.66,4135.74,4184.86,4258.74,4114.88
,E,4981.11,4483.32,4700.19,4601.26,4613.22,4442.68,4478.44,4335.07,4670.11,4479.56,4510.93,4289.22
,F,4340.44,4105.86,4036.37,4055.3,4162.31,4475.84,4142.42,4164.06,4445.18,4093.19,4184.71,4232.23
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1062000,1184050,1130820,1111150,933920,936816,676706,528352,626329,461376,552696,502641
,B,1523450,1514220,1429730,1372690,1401420,1243230,1039610,980238,1067930,951804,924878,903354
,C,400633,382488,379163,394106,364320,345731,229892,220839,251375,158608,160668,154232
,D,932886,1076480,956226,850988,767630,885271,605435,629726,579127,527894,514111,489450
,E,531057,528817,532451,500608,560730,495632,319163,295266,319518,254415,229246,218189
,F,219346,212061,220770,204026,196553,207224,121295,109032,142499,84755.8,91004.4,84525.8
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
