Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_10-17-07 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5893.32,5736.66,5632.62,5524.05,5047.29,5546.76,5420.98,5446.75,5788.82,14607.1,14107.6,15853.1
,B,5119.57,5363.57,4577.23,4665.73,4638.77,4673.43,4946.15,4719.38,4827.69,12038.4,11644.6,10923.1
,C,5623.67,5065.62,4898.22,5054.39,4807.58,4757.91,5179.97,5048.3,5265.06,16715.5,23203.9,20971
,D,4825.15,4448.54,4590.19,4542.19,4367.72,4560.69,4599.16,4618.64,4823.73,11370.5,11924.3,13230.4
,E,4495.24,4451.9,4251.81,4422.21,4249.12,4176.71,4393.3,4451.83,4690.29,8585.94,8961.88,10672.5
,F,4224.22,4073.72,4111.79,4170.6,4160.25,4570.12,4339.49,4598.28,4348.19,5124.44,5178.06,5251.41
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2052070,1225860,2096210,2097500,1929880,2053450,2370920,2309880,2495190,4167320,3758800,3828650
,B,2011450,2004290,1862940,1790110,1923450,1947770,1907090,1940660,1900120,3890030,3607760,3118750
,C,539891,592320,620561,575926,563782,661791,653905,705999,663165,1959600,2525460,2304380
,D,800401,956077,1122610,1143640,1145650,1207460,1091040,1190180,1190590,2182790,2275780,2254570
,E,366715,429780,411360,464483,456076,412363,465987,430824,450153,1484780,1409660,1373590
,F,164122,173587,174241,170531,171601,175165,144142,119858,133156,332150,338322,327584
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
