Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_11-16-36 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7945.52,9596.3,7654.46,6298.14,6941.8,6722.53,6306.89,5642.16,5429.14,5852.21,6363.21,5859.54
,B,5988.97,6078.75,5649.25,4763.35,4847.68,5081.89,4605.16,4717.1,4853.37,4945.13,4674.09,4621.92
,C,5814.38,6408.73,5500.82,4723.86,4836.75,5073.81,4785.26,4780.62,4536.23,4652.03,4661.99,4664.33
,D,5775.46,6469.77,5485.1,4618.21,4681.17,4882.47,4445.6,4472.26,4490.04,4429.41,4505.18,4330.16
,E,6199.55,6328.17,5294.94,4876.99,4768.77,5061.26,4557.84,4167.92,4288.27,4632.83,4454.05,4311.1
,F,6017.96,5899.96,5003.77,4502.76,4510.88,4460.99,4346.44,4436.42,4459.08,4268.97,4220.93,4318.83
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2287530,2764900,2069080,1774330,2135650,2403760,2145250,1738570,1727970,1765830,1705950,1551150
,B,1578800,1698330,1632690,1674930,1494730,1875470,1695640,1791770,1639490,1586820,1605430,1357010
,C,374043,551040,477383,491023,496164,547424,485142,497654,428812,399080,414306,409690
,D,1049640,1582580,1046450,988308,1104790,1255630,959604,1054120,1048610,900471,872590,766923
,E,368871,548019,410037,456140,455171,544822,434646,372055,384659,441768,424034,441088
,F,345951,362964,334950,329007,346520,302074,281654,272208,226480,195673,204258,196201
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
