Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_1-24-56 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5990.1,6191.7,5765.1,5625.77,5138.81,5769.74,5632.68,5651.05,6007.62,15347.6,14843.1,16558.5
,B,5243.43,5698.9,4708.25,4799.16,4793.78,4842.58,5147.2,4956.51,5044.9,12690.8,12280.6,11330.1
,C,5748.98,5177.07,5059.08,5236.67,4981.35,4931.47,5455.04,5286.81,5534.51,17487.1,24210.9,21678.7
,D,4929.47,4541.72,4728.87,4676.96,4524.25,4719.91,4757.39,4793.78,5000.99,11936.6,12376,13727.2
,E,4605.14,4563.01,4361.73,4550.1,4371.07,4358.27,4539.48,4607.27,4859.68,8925.03,9328.18,11053.5
,F,4323.67,4161.67,4207.63,4278.43,4272.01,4705.48,4467.29,4739.91,4487.95,5325.18,5338.9,5395.91
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1897740,1320010,2030170,1980420,1853190,2053320,2295740,2325360,2433760,4069950,4225700,3702960
,B,1817660,1797890,1688000,1685080,1941320,1824640,1811540,1764920,1758110,3617560,3351140,2949900
,C,542445,591659,632704,586908,590876,670680,672387,752575,678393,1872110,2221700,2133050
,D,799468,944919,1125050,1122550,1134930,1163660,1048380,1108890,1085200,2031060,2136700,2161090
,E,373325,418586,409762,449802,457205,429498,485594,433362,452711,1357220,1305400,1282620
,F,177732,184934,180827,179260,177662,195549,154417,128414,139238,319437,334089,318800
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
