Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-28-2019_8-40-09 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4396.68,3429.84,4175.22,4281.41,4384.54,4176.23,4268.71,3854.19,4355.75,3754.51,4030.21,4060.68
,B,3589.59,3369.76,3637.49,3683.75,3868.1,3728.7,3618.69,3705.6,3544.56,3701.38,3629.12,3765.67
,C,3614.5,3484.52,3604.12,3713.36,3826.45,3571.6,3757.57,3543.56,3809.76,3768.87,3713.61,3665.71
,D,3663.78,3556.38,3731.01,3574.83,3870.17,3625.76,3791.86,3599.09,3789.89,3712.27,3684.37,4102.35
,E,3478.1,3358.44,3769.62,3866.33,3919.52,3812.44,3901.58,3632.47,3665.76,3637.76,3685.19,3828.56
,F,3906.23,3690.83,3832.39,3814.69,3813.26,3879.5,3986.88,3849.61,3948.69,3758.14,3663.66,4722.93
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2901520,1448760,2726410,2614150,2902770,2217030,1532320,865083,972120,330605,530530,339371
,B,3556410,2848860,4167710,4055590,4400300,4170800,2395450,2102010,1923690,965295,1160810,581978
,C,249475,226034,228195,193416,264945,221912,87233.4,80194.7,78958.7,41056.8,44411.4,45158.8
,D,721913,1008990,1343940,1068550,1690670,1494050,1003340,872261,1067290,384692,386077,419938
,E,290323,277590,306411,320084,368027,267652,137262,107389,117181,61689.5,62616.3,156298
,F,298762,329263,342971,263026,284426,280276,119562,138746,266583,84737.6,88593.5,305624
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
