Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_10-46-02 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5949.75,5790.24,5695.21,5578.43,5100.56,5603.19,5460.15,5467.04,5823.16,14798.6,14312.5,16058.1
,B,5210.21,5421.38,4641.59,4718.19,4699.8,4735.49,5006.37,4783.95,4881.95,12228.7,11872,11042.4
,C,5674.96,5130.72,4968.6,5131.07,4886.23,4840.33,5268.48,5124.11,5343.19,16945.7,23561.8,21211.7
,D,4873.45,4505.85,4658.71,4623.84,4447.85,4630.43,4658.68,4701.81,4890.31,11576.9,12092.2,13393.5
,E,4553.65,4532.75,4324.72,4494.71,4311.87,4238.67,4458.27,4520.1,4763.06,8745.86,9119.22,10830
,F,4276.11,4147.56,4182.35,4243.6,4226.47,4630.01,4400.61,4664.42,4414.35,5208.76,5241.54,5295.63
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2033320,1213710,2100440,2089530,1904910,2139260,2385260,2273250,2475900,4111780,4041240,3831920
,B,2076690,1969360,2005140,1796310,1910990,1936490,1945270,1821370,1919530,3909970,3514390,3091720
,C,545940,548059,626597,584400,579999,659404,655464,703247,665321,2105740,2357670,2211030
,D,825184,961741,1127220,1158760,1130770,1191280,1082870,1117670,1169120,2115940,2217510,2281640
,E,413418,430524,420005,449078,455831,415987,467372,430719,452369,1411900,1457720,1326610
,F,170881,175108,176354,171051,170871,183186,146714,121489,133539,328264,338586,327390
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
