Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto9.0h_RealTime-Glo_4-17-2019_1-09-31 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5146.52,5081.84,4837,5138.08,4483.43,4161.38,4497.27,4274.32,4466.21,4193.18,4417.12,4239.79
,B,4899.82,4825.08,4483.86,4515.39,4516.87,4571.95,4465.27,4265.52,4372.09,4448.68,4219.49,4168.29
,C,4434.42,4283.4,4210.31,4665.38,4197.81,4193.58,4277.54,3986.22,4130.14,4185.65,3947.23,3936.85
,D,4295.95,4203.9,4113.5,4028.98,3942.1,4161.63,3941.3,4060.14,3883.67,3966.15,4022.77,3859.71
,E,4674.91,4227.63,4428.01,4375.36,4403.82,4201.56,4210.37,4141.85,4416.57,4215.54,4135.64,4069.96
,F,4132.19,3950.85,3885.47,3918.46,4044.25,4319.74,3947.17,4013.52,4205.68,3927.89,3963.09,4094.39
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1381950,1555340,1464140,1432480,1137800,901759,913899,639410,822392,566761,695910,647221
,B,3300880,3821960,3165440,2745450,2910420,2610490,2447770,2076750,2119720,2075310,1761470,1678240
,C,463926,411406,392143,433473,342572,365349,255021,231213,281773,173071,152851,150390
,D,1115070,1299470,1092320,943147,799041,1072420,612467,663994,573631,496347,449721,390248
,E,652674,653095,660861,551029,642760,612163,403577,363891,383540,307501,298710,270380
,F,191232,151212,157245,145689,141791,142302,89749.9,74508.1,91764.5,62969.6,79413.3,62547.9
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
