Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_4-58-51 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6191.51,7688.43,5916.24,4950.14,5401.71,5634.86,5299.82,4965.36,4683.81,5092.31,5070.72,4498.54
,B,4620.62,4911.63,4643.77,4474.55,4525.84,4733.77,4352.74,4475.73,4342.07,4261.98,4239.07,4195.03
,C,4503.7,5446.4,4539.38,4353.02,4461.41,4740.29,4464.49,4461.15,4247.95,4374.5,4250,4160.1
,D,4514.52,5285.48,4487.3,4238.93,4396.56,4578.6,4121.27,4238.36,4223.15,4168.34,4056.95,4042.31
,E,5327.11,5117.37,4467.95,4460.9,4325.68,4663.68,4178.31,3905.57,3999.74,4269.16,4060.88,3907.66
,F,5384.84,5288.23,4340.74,4246.89,4343.04,4335.67,4242.8,4324.64,4349.15,4155.12,4106.86,4193.66
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3599310,3871350,2880890,2390580,2905360,3441460,2873290,2468830,2345440,2152990,2254120,1928130
,B,3040130,3583520,3223690,3269670,2996360,3899700,3463620,3530340,3001850,2917990,2743520,2429240
,C,344457,549545,405119,450049,487348,555904,501094,492228,424904,400549,422930,402237
,D,1494190,2273600,1296650,1178070,1348750,1578930,1180720,1336990,1319200,1225420,1097390,932483
,E,345517,594524,441826,511977,544401,677194,479167,412561,448678,468935,445244,460351
,F,370024,389893,383621,427834,425613,395288,370582,347443,298981,266767,268551,263846
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
