Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto30.5h_RealTime-Glo_4-17-2019_10-10-53 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5339.33,5217.83,5067.08,5338.38,4778.26,4263.23,4592.03,4444.52,4640.73,4407.61,4661.04,4440.96
,B,5160.53,5024.82,4710.46,4783.62,4731.89,4785.81,4641.64,4403.62,4570.92,4670.56,4402.66,4433.1
,C,4763.6,4527.27,4392.34,4853.57,4377.51,4362.4,4431.6,4166.51,4267.51,4372.72,4143.77,4142.61
,D,4506.12,4379.02,4331.8,4236.76,4106.05,4358.92,4212.56,4279.95,4084.85,4124.31,4203.26,4062.09
,E,4930.47,4359.78,4656.63,4574.73,4577.97,4394.88,4449.03,4299.02,4648.25,4421.41,4357.47,4251.88
,F,4250.3,4062.63,4014.35,4034.65,4161.28,4487.13,4118,4156.85,4459.71,4079.1,4144.32,4212.22
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1097470,1229820,1186700,1160930,941264,804918,677296,528237,635954,450180,564326,503109
,B,1794440,1872340,1780870,1633610,1710910,1510620,1327580,1169240,1248100,1144580,1066710,1064540
,C,381718,371632,353381,377175,346605,325126,219624,209247,255084,154214,151608,142100
,D,948840,1065300,937092,764966,760493,872382,559949,583504,515920,492869,444342,426389
,E,527707,541364,523969,477542,561535,496368,314192,295795,328668,248513,236822,217433
,F,194008,181882,194495,178394,173400,180487,108157,94305.4,125708,74639.1,82805.2,79242
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
