Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_5-50-22 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5886.16,5490.69,5680.59,5591.76,5068.35,5607.69,5472.58,5498.28,5849.81,14841.5,14283.2,15880.8
,B,5168.42,5075.1,4621.06,4696.74,4716.55,4720.34,5025.45,4819.05,4919.69,12294.7,11822.5,11029.9
,C,5607.15,5095.13,4942.1,5093.85,4869.3,4795.6,5218.55,5082.34,5278.75,17189.8,23715,21520.6
,D,4826.11,4485.24,4647.53,4625.32,4430.29,4636.73,4682.06,4708.77,4907.68,11583.4,12170.2,13450.9
,E,4517.15,4506.9,4295.47,4470.27,4309.55,4267.01,4458.18,4534.36,4767.63,8749.01,9180.75,10799.4
,F,4255.68,4130.09,4161.88,4226.49,4217.78,4633.1,4396.4,4662.86,4419.07,5187.9,5225.99,5267.2
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2304750,1300730,2255230,2282800,2060810,2374450,2437360,2355840,2572230,4227710,4383400,4109110
,B,2559660,2552360,2277430,2096960,2249860,2308480,2225430,2212240,2221840,4451590,4204930,3702090
,C,595530,562903,590806,561971,572804,630016,620421,682716,619601,2156490,2501990,2395990
,D,901402,983743,1118930,1177990,1129530,1245540,1113700,1146070,1195060,2321950,2375120,2420170
,E,418707,426157,425589,466244,459865,410991,464933,421951,441145,1526170,1442460,1444840
,F,152041,160548,160352,155342,159259,166445,130343,108254,121789,347381,365859,355077
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
