Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-29-2019_11-10-34 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6393.4,4872.09,5913.81,5936.26,6303.36,5748.12,6078.92,5219.49,5980.64,5265.53,5938.5,5862.77
,B,4981.11,4585.65,4932.34,5038.46,5248.54,5041.31,4878.02,4845.86,4694.51,5026.07,5075,4985.44
,C,5065.85,4706.59,5002.11,4917.31,5089.59,4868.1,4973.23,4774.72,5059.99,5165.19,5161.29,5027
,D,4968.26,4945.01,5052.51,4828.57,5201.48,4798.4,5125.79,4802.14,5149.52,4961.69,5059.44,5628.18
,E,4891.65,4547.1,5028.12,5041.42,5129.71,4692.33,5006.07,4414.64,4395.09,4636.73,4748.93,4786.56
,F,5011.58,4880.92,4781.54,4656.75,4539.48,4525.73,4584.34,4461.92,5050.12,4379.7,4230.65,4647.95
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3133050,2780140,2948890,2741360,2888830,2363220,2094100,1388400,1692400,870746,1164790,824380
,B,3448130,3110650,3612500,2979160,3283210,3103820,1976490,1926990,1788440,1195560,1285480,859573
,C,747516,503618,559957,489772,497258,529771,226710,222135,209351,101238,124526,107717
,D,1415430,1557800,1919280,1737220,1890380,1762500,1447470,1227950,1519070,697948,755711,927961
,E,723491,497519,593103,608149,656003,552937,308546,258711,281364,135472,135454,349893
,F,431242,554159,369372,293421,329526,287626,129483,144962,213209,90258.6,89259.5,217717
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
