Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-30-2019_1-18-22 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,8020.68,9636.38,7711.46,6331.48,7017.38,7016.99,6540.38,5889.61,5617.25,6087.82,6463.2,5921.02
,B,6058.19,6143.44,5724.57,4818.27,4938.95,5183.54,4763.49,4870.65,4960.83,5059.3,4815.35,4737.76
,C,5882.17,6449.79,5601.99,4808.87,4911.8,5185.16,4940.93,4965.97,4651.6,4775.63,4783.02,4736.88
,D,5829.24,6537.88,5574.3,4688.44,4753.08,4976.64,4515.37,4580.85,4585.26,4550.04,4545.36,4433.16
,E,6285.35,6389.72,5393.05,4962.16,4801.61,5162.37,4605.79,4246.34,4365.46,4722.25,4521.02,4391.08
,F,6086.72,5959.09,5066.17,4548.77,4569.34,4524.79,4414.07,4500.29,4519.32,4324.64,4276.82,4384.54
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2104310,2625090,1953850,1644970,1950590,2206750,1975830,1689600,1623540,1654220,1662480,1401540
,B,1346280,1525400,1444930,1539830,1397020,1752830,1610590,1714400,1472880,1457320,1401930,1209550
,C,355805,527187,442976,506000,494111,569159,487485,482981,472542,413756,407957,407946
,D,926677,1371140,963968,957392,1066170,1164350,942305,1025510,1028100,871495,861685,631927
,E,343770,511979,380655,448791,466385,520627,432882,374646,399329,437942,416348,421459
,F,343594,330452,303543,322657,323730,297815,283706,272944,226520,198496,198100,196663
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
