Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_8-51-09 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5639.85,4962.04,5108.3,5121.28,4651.76,5156.02,5158.89,5131.45,5479.18,13215.5,12792.4,14557.3
,B,4953.66,4823.51,4167.32,4353.37,4351.17,4373.06,4856.91,4597.25,4716.3,11305.6,10933.4,10551.7
,C,4716.98,4677.3,4474.79,4633.65,4471.14,4379.17,4753.62,4653.53,4790.27,15783.8,21515.4,20398.5
,D,4247.61,4163.54,4276.92,4210.66,4103.08,4337.14,4447.01,4484.8,4623.09,10724.9,11011.1,12210.8
,E,4372.12,4101.4,4009.14,4152.81,4047.54,4036.29,4255.11,4308.62,4538.77,8332.82,8361.22,9424.7
,F,4249.38,3954.09,3991.87,4070.95,4070.1,4590.98,4292.08,4667.34,4287.16,5059.42,5165.17,5200.17
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2408470,1278360,2334770,2325940,2100900,2444790,2482770,2279630,2602420,4209400,4080450,4014510
,B,3112930,2827510,2466590,2509340,2684600,2774570,2609300,2516860,2507680,5845030,5509740,4987580
,C,550617,537726,553860,515596,541682,605115,561469,614505,558231,2432260,2705860,2754800
,D,880844,977004,1257540,1120170,1117100,1139910,1018560,1092620,1123650,2521010,2527360,2645190
,E,408835,435201,446261,453123,484843,438530,464433,415220,423478,1793900,1869580,1775290
,F,133415,139728,139178,132622,134756,141331,97926.7,68375.6,92743.6,390035,386468,384650
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
