Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto27.5h_RealTime-Glo_4-17-2019_7-09-58 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5513.54,5374.53,5100.35,5443.69,4701.81,4276.87,4590.63,4445.87,4634.38,4369.93,4655.98,4531.16
,B,5131.89,4994.28,4704.31,4692.53,4663.76,4703.85,4655.9,4444.43,4674.65,4697.95,4445.92,4487.95
,C,4722.53,4502.03,4365.93,4807.4,4315.37,4290.19,4374.78,4142.54,4253.74,4399.86,4168.74,4168.88
,D,4532.41,4348.79,4279.18,4177.92,4047.88,4285.3,4129.38,4214.58,4034.69,4190.74,4209.84,4053.47
,E,4935.64,4384.72,4624.72,4530.61,4523.44,4342.33,4364.59,4267.57,4603.51,4393.72,4351.54,4257.2
,F,4276.27,4040.57,3979.4,3993.4,4103.71,4412.42,4048.03,4090.54,4321.49,4019.39,4096.7,4188.42
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1081640,1231050,1165390,1111100,911301,769921,666485,506671,611700,429180,534617,493930
,B,1846910,2063980,1856700,1699370,1720070,1531660,1301280,1180340,1252430,1168830,1087460,1064180
,C,379144,358733,352835,361384,332332,326929,211226,199801,249521,143183,144950,132115
,D,957090,1059930,921959,814354,742808,852609,545823,554960,485781,451537,411357,386344
,E,541980,549840,533165,473977,553139,490919,312074,286944,327156,245685,223994,204252
,F,199413,181885,184110,170200,166179,170974,100784,87420,112052,69339.3,76228.2,67317.3
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
