Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-28-2019_11-46-05 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5786.14,7126.45,5498.52,4620.4,5033.08,5298.41,4805.24,4663.93,4331.71,4766.76,4692.36,4312.11
,B,4301.81,4621.09,4374.6,4238.27,4302.22,4517.99,4140.34,4253.34,4083.92,4000.42,4000.07,3983.45
,C,4223.46,5188.17,4326.09,4143.72,4257.24,4524.57,4247.71,4241.18,4033.62,4123.99,4064.93,3963.19
,D,4242.64,5065.06,4291.25,4042.09,4222.33,4363.94,3969.49,4073.09,4064.57,4005.67,3841.39,3827.89
,E,4567.8,4906,4296.5,4255.1,4158.13,4496.47,4011.23,3768.53,3879.92,4046.31,3879.6,3696.22
,F,4894.05,4651.68,4232.43,4134.36,4247.87,4233.88,4155.61,4234.93,4254.27,4042.25,3996.66,4088.8
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4405450,4671470,3310470,2875170,3454610,4164740,3477060,2943660,2754300,2504230,2502620,2268270
,B,4035170,5030800,4271490,4439420,4136770,5802330,4852120,4913390,3998150,3865320,3615500,3302070
,C,349286,593165,439441,479394,536316,624164,516187,548815,489413,423741,449756,435412
,D,1734240,2688860,1461510,1316420,1569580,1894100,1444260,1500930,1472010,1407770,1176580,1024780
,E,362611,629552,495744,548131,626064,759376,515846,445740,521731,497509,471196,457678
,F,477036,515515,501431,579668,613280,553188,507381,502539,440148,352840,358211,355944
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
