Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_1-46-13 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5926.1,6689.64,5651.46,4952.29,5062.22,5566.58,4973.84,4929.27,4765.23,5003.33,4720.28,4365.96
,B,4996.49,5217.91,4988.59,4699.97,4786.04,4909.73,4560.17,4708.16,4408.09,4345.81,4488.42,4612.87
,C,4857.44,5701.32,4768.51,4605.53,4728.39,5036.56,4721.12,4717.43,4509.33,4629.58,4611.96,4645.49
,D,4862.38,5508.74,4736.1,4515.92,4598.23,4824.13,4347.18,4395.69,4503.88,4407.47,4380.83,4318.96
,E,5435.5,5336.02,4581.47,4657.46,4542.47,4886.43,4403.35,4127.28,4202.16,4525.68,4442.89,4170.83
,F,5595.04,5473.33,4426.23,4330.23,4428.89,4421.2,4329.49,4420.53,4442.99,4252.63,4212.4,4307.84
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3018220,3357330,2513620,2250340,2461320,2851820,2506410,2164890,2112970,1992410,1989560,1903160
,B,2417590,2545380,2423020,2187630,2182910,3082150,2297150,2447930,2223170,2125360,2028920,1789100
,C,446506,524178,410834,440091,476788,529562,454873,455902,410252,369808,392836,394537
,D,1393850,1796320,1142530,1046630,1168700,1347100,1035980,1118240,1130090,995385,925895,832127
,E,366774,543954,392473,453405,478066,561534,426174,369583,398358,436233,416494,446209
,F,422106,398828,304411,333787,325480,308128,286764,279951,230649,207129,208880,205870
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
