Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-30-2019_12-42-42 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7458.38,5875.15,7049.74,6956.44,7305.83,6573.07,7217.71,5901.19,6877.38,5981.93,6681.11,6814.84
,B,5993.32,5438.16,5922.43,5805.53,6045.49,5715.98,5607.33,5427.21,5484.66,5628.7,5730.41,5555.2
,C,6133.42,5548.8,5923.88,5826.11,5852.77,5727.27,5678.16,5390.81,5756.15,5922.29,5818.96,5667.24
,D,5977.41,5776.15,5974.14,5823.2,6044.48,5503.93,5871.76,5671,5878.6,5743.93,5713.31,6250.81
,E,5934.61,5580.14,5965.1,6116.22,6016.31,5374.81,5735.72,6149.07,5470.81,5353.14,5490.55,5662.73
,F,5737.79,5645.89,5475.88,5337.99,5227.92,4952.54,4955.14,5122.2,5654.15,4947.1,4986.86,5099.09
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2326530,1625220,2189140,2392780,2318480,1868840,1676180,1194770,1315120,917191,1078020,837483
,B,1682790,1620590,1653180,1602920,1781980,1571030,1120280,1090130,992285,680782,699373,548956
,C,523702,581838,564826,496651,471412,476021,235792,239759,235691,111985,129002,114482
,D,1016250,1210670,1375170,1071240,1277040,1119720,1051210,844166,1046320,512673,560170,686589
,E,517435,490308,575762,611056,605406,545849,330553,262987,283328,149112,153081,349036
,F,398208,405890,409150,293014,314053,255306,103321,132472,162806,77595.9,77510.2,186711
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
