Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto7.5h_RealTime-Glo_4-16-2019_11-42-31 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4963.11,4927.31,4717.95,4993.47,4484.52,4085.33,4352.68,4191.39,4410.71,4109.86,4329.7,4198.15
,B,4848.2,4730.14,4412.69,4490.47,4484.52,4579.2,4429.02,4225.02,4289.11,4395.58,4195.23,4154.25
,C,4375.41,4189.24,4146.83,4606.16,4172.29,4174.38,4246.75,3954.79,4128.2,4146.14,3926.18,3913.77
,D,4240.37,4124.87,4057,3967.86,3913.75,4141.68,3886.11,4032.37,3852.08,3868.51,3966.88,3845.96
,E,4557.77,4168.57,4364.48,4304.73,4336.56,4136.01,4148.89,4048.75,4373.17,4162.36,4106.81,4032.48
,F,4043.64,3858,3836.62,3867.6,3993.45,4259.39,3895.44,3969.65,4183.07,3902.75,3928.39,4103.56
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1458710,1630860,1503810,1500600,1211830,952672,947449,650105,852792,535789,690117,594227
,B,3519450,4025030,3424900,2969530,3114070,2738760,2601340,2089570,2203270,2205110,1925150,1782880
,C,449195,445743,414080,427723,355547,392601,266368,248601,292838,176805,160361,158540
,D,1117400,1313500,1090890,960963,863175,1026670,702929,679491,570079,475068,452755,395891
,E,661107,720961,659851,564970,682254,608774,412689,363459,378567,311045,304177,270769
,F,183496,149321,150770,140622,143282,132717,84537.9,73160,89332.2,56040.7,74278.3,63376.2
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
