Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto4.0h_RealTime-Glo_4-16-2019_8-10-31 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4834.21,4798.57,4637.81,4871.97,4375.32,3973.59,4232.8,4033.13,4263.06,4004.59,4248.38,4087.82
,B,4781.25,4660.34,4324.59,4430.26,4386.77,4439.64,4263.37,4050.14,4127.13,4243.85,4069.63,4016.69
,C,4336.39,3998.52,4093.28,4537.39,4092.47,4085.83,4121.73,3820.01,3997.98,4022.32,3798.63,3777.96
,D,4183.68,4098.5,3994.72,3922.51,3846.6,4065.03,3731.26,3910.09,3735.84,3727.18,3822.45,3701.74
,E,4497.45,4125.2,4301,4252.09,4271.19,4057.16,4066.68,3958.21,4125.98,4048.12,3994.84,3913.91
,F,4087.37,3861.04,3810.24,3857.34,3973.3,4099.49,3836.96,3921.31,4103.09,3827.29,3810.06,3974.6
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1505090,1713840,1583020,1612220,1225670,893355,922828,633351,802092,485587,642235,552147
,B,4273640,5029300,4071450,3549360,3685750,3360650,3096780,2308960,2465740,2381160,2064400,1914260
,C,495480,464666,416744,461072,376601,406397,264061,230761,303905,177884,150939,155035
,D,1169120,1326230,1108340,967270,881314,1126290,666266,629569,534547,427337,412479,370677
,E,687577,752130,702008,573588,733808,614581,401637,343258,361039,293999,303757,261203
,F,188008,148526,148228,132572,142406,125177,83018,65409.5,82143.7,59171,57342.2,58431.6
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
