Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-30-2019_5-43-09 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,8413.37,10228.6,8134.08,6578.57,7221.01,7448.94,6893.34,6331.91,6039.22,6272.82,6588.05,6016.78
,B,6505.93,6529.26,6137.09,4957.24,5042.35,5272.63,4817.01,4943.06,5102.22,5196.08,4953.75,4927.98
,C,6402.64,6890.62,6009.39,4979.51,5033.28,5318.79,4996.32,5007.47,4751.81,4878.79,4883.49,4913.4
,D,6358.05,7030.08,5975.47,4859.79,4846.39,5067.39,4525.88,4604.37,4631.22,4669.22,4677.56,4505.52
,E,6697.18,6945.21,5796.53,5158.17,4947.37,5348.92,4778.81,4299.3,4535.68,4850.17,4722.94,4537.06
,F,6408,6271.2,5339.13,4679.62,4652.31,4564.87,4435.23,4529.83,4556.47,4375.62,4320.39,4412.51
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1530890,1919830,1415750,1254450,1544780,1730450,1627130,1381020,1292570,1407710,1358700,1234040
,B,814570,834396,796203,898219,766697,1012240,890296,914250,894591,917359,831491,745001
,C,430370,546136,514658,533901,548925,609282,533146,535003,480705,439423,433712,457648
,D,842321,1102430,820634,835784,921118,986211,777417,867662,834287,720890,717793,665917
,E,401701,581864,393516,483992,468601,523775,439641,375731,379867,436373,421840,419144
,F,444664,468879,360837,367833,342350,301942,278706,296802,226004,191600,195511,192460
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
