Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_1-32-01 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5848.32,7201.75,5570.34,4711.57,5133.85,5402.71,4903.22,4734.18,4434.45,4862.11,4787.06,4330.53
,B,4351.31,4633.96,4392.01,4260.64,4356.77,4563.4,4169.59,4286,4145.47,4048.55,4046.88,4051.53
,C,4245.75,5189.15,4345.51,4150.15,4266.53,4535.98,4263.8,4276.6,4070.8,4192.69,4116.67,4017.73
,D,4251.2,5042.93,4285.32,4050.87,4226.99,4374.68,3988,4084.73,4078,4005.75,3878.14,3873.5
,E,4860.74,4893.48,4287.73,4244.58,4150.76,4500.57,4021.64,3766.54,3883.03,4064.92,3901.98,3732.17
,F,5178.89,5019.53,4193.46,4094.96,4205.53,4196.83,4125.07,4204.78,4232.26,4038.05,3998.14,4096.98
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4101700,4572270,3237160,2692570,3272130,3857520,3232250,3255060,2549670,2320900,2387280,2186600
,B,3529740,4236230,3767910,3875890,3695200,4928590,4147440,4264470,3509260,3467570,3266310,3436850
,C,349163,591762,440683,503200,535772,602640,521922,538734,482668,430499,457444,437525
,D,1666020,2594230,1418570,1286570,1500560,1733040,1285010,1469500,1428590,1344860,1202250,1027700
,E,364072,621974,476783,543461,607092,742583,511347,433235,510628,501259,475430,476325
,F,416029,456253,461996,562022,527145,505141,467109,458779,376148,324261,327053,326411
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
