Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto8.0h_RealTime-Glo_4-17-2019_12-10-20 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5112.02,5057.96,4779.57,5085.59,4442.33,4084.4,4399.38,4166.93,4416.87,4135.34,4373.72,4241.77
,B,4887.61,4761.94,4428.92,4459.34,4465.8,4532.88,4443.23,4280.67,4370.3,4449.92,4217.3,4196.54
,C,4413.83,4245.25,4186.38,4621.76,4165.72,4155.17,4256.64,3988.78,4150.73,4212.12,3972.97,3975.66
,D,4298.46,4155.76,4086.23,3998.22,3915.83,4135.96,3925.97,4051.55,3882.75,3985.55,4043.87,3901.63
,E,4632.48,4206.97,4405.71,4349.95,4375.35,4177.61,4181.8,4115.65,4423.11,4218.95,4150.66,4105.26
,F,4111.67,3896.22,3865.94,3899.97,4025.03,4308.14,3923.6,3996.09,4202.94,3937.04,3983.25,4147.79
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1396230,1539150,1463700,1435920,1147280,877018,883656,621050,800244,538649,678439,597249
,B,3409440,3922910,3538260,2863480,2871970,2709370,2367780,1980530,2074780,2114700,1913230,1732560
,C,447497,416088,392692,424096,351253,374248,257316,227887,282749,176853,152182,148826
,D,1207190,1283320,1092630,962773,857059,1074860,674506,684079,558194,463537,448704,378707
,E,654682,691460,659031,577777,682922,600900,406722,377229,391825,307432,293687,265663
,F,187960,140569,147970,141191,143809,135366,85641.4,72830.5,90494.7,62872,76476.1,62051.8
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
