Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-30-2019_8-08-50 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7963.45,6340.85,7601.28,7459.61,7784.06,7020.84,7723.01,6622.08,7296.7,6763.78,7074.55,7064.31
,B,6456.75,5874.59,6425.14,6255.67,6453.17,6078.82,5952.24,5752.68,5798.63,5954.1,6071.35,5917.05
,C,6589.81,5981.81,6399.92,6291.29,6282.63,6171.05,5941.35,5703.58,6127.24,6210.71,6249.41,6105.21
,D,6395.78,6205.27,6395.79,6284.51,6447.04,5832.25,6242.55,6035.34,6144.38,6390.05,6087.59,6645.15
,E,6449.56,6044.83,6386.76,6651.15,6480.55,5792.85,6136.65,5750.11,6603.23,5761.78,5805.5,6019.48
,F,6055.78,5980.02,5792.89,5622.16,5550.15,5204.21,5096.07,5240.51,5871.14,5169.92,5178.55,5128.25
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1456970,919200,1336840,1518250,1562400,1343310,1126170,999652,1170010,834004,942857,804588
,B,803367,821401,750194,847029,930470,870494,607465,540011,541264,390752,362115,342454
,C,441864,597501,556540,490053,504357,492627,255416,265501,274777,131341,162978,147046
,D,732014,894325,936494,668370,825452,754403,649526,563467,658313,376229,398242,491689
,E,444849,449066,555993,573733,585981,510469,336701,272949,301163,178814,184410,393411
,F,408333,367546,393792,292264,303537,261038,81172.7,99075.1,167450,77116.1,67346.5,185246
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
