Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_7-56-41 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6008.84,6118.72,5971.87,5702.76,5166.65,5746.96,5649.83,5730.32,6100.81,16023.5,15234,17311.9
,B,5329.29,5883.88,4736.21,4839.85,4803.69,4851.18,5135.08,4915.16,5083.61,13141.2,12799,11937.4
,C,5811.44,5209.08,5084.74,5267.85,5024.18,4971.95,5544.17,5365.16,5636.18,17787,23935.8,22223.4
,D,4958.27,4555.29,4764.5,4692.16,4549.44,4719.2,4762.65,4802.54,4980.11,11944.3,12159.5,13128.9
,E,4669.5,4610.45,4386.52,4536.15,4398.6,4368.53,4565.48,4655.21,4875.34,8969.69,9056.18,10440.8
,F,4367.09,4178.83,4227.2,4299.55,4290.55,4741.23,4482.24,4758.61,4498.65,5333.57,5349.06,5418.32
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1700470,1149640,1840280,1798440,1740460,1827500,2308730,2098800,2275780,3747510,3478490,3457760
,B,1518890,1511030,1476230,1400260,1487320,1512300,1448370,1486830,1394060,3096550,2842370,2472650
,C,552105,617123,679359,609743,628930,693362,709431,762682,726710,1725190,2239810,2084050
,D,781128,932352,1094940,1120510,1087210,1156410,1078600,1105850,1157500,1823700,1959320,1965210
,E,386795,432227,449016,455774,460584,435043,475021,444796,446865,1259290,1250790,1196720
,F,192188,201015,199517,198025,197052,216950,173749,143670,155987,297659,312628,301009
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
