Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_2-30-07 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6141.69,6287.63,5712.66,5534.82,5070.06,5644.07,5521.74,5499.39,5857.91,14887.7,14474.3,16480.1
,B,5238.45,5870.68,4637.45,4711.53,4723.17,4755.51,5038.72,4817.95,4895.98,12253.1,11863.4,11186.4
,C,5783.84,5090.09,4974.22,5160.4,4920.71,4861.54,5355.05,5186.44,5405.66,16750.7,23373.7,21301.1
,D,4933.76,4446.63,4648.48,4623.9,4465.61,4651.73,4680.72,4708.5,4892.77,11554.8,12043,13539.7
,E,4574.99,4461.61,4305.34,4479.72,4325.84,4308.04,4474.23,4537.02,4771.9,8713.97,9092.29,10955.9
,F,4300.3,4079.59,4157.4,4241.88,4239.23,4739.04,4414.33,4698.76,4426.2,5231.82,5272.84,5404.63
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1841250,1207410,1942680,1932950,1744110,1941660,2148060,2130530,2197680,3786650,3489850,3507330
,B,1752940,1805940,1649650,1571940,1655480,1688920,1682760,1598740,1589790,3207470,3112610,2806890
,C,543215,594446,627308,578039,577464,664305,688177,721770,690350,1933240,2390510,2161230
,D,785285,928251,1090500,1087190,1005400,1144980,1013020,1074520,1105590,1973080,2064290,2091270
,E,381166,418001,412372,441354,455720,410381,471540,444922,454377,1371920,1350040,1314390
,F,179780,185546,185577,182523,182551,198070,156896,130185,143185,319874,331828,320459
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
