Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-30-2019_2-40-35 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7492.71,5859.84,7053.7,6964.86,7324.46,6575.09,7167.56,5870.17,6888.53,5967.71,6668.49,6691.46
,B,5987.5,5442.8,5921.52,5827.57,6067.39,5722.6,5577.65,5444.29,5487.41,5617.24,5724.77,5590.59
,C,6112.26,5576.96,5944.73,5809.38,5863.05,5748.72,5708.76,5431.39,5776.58,5855.44,5979.55,5697.52
,D,5962.82,5790.06,5985.39,5811.59,6060.83,5514.77,5870.31,5670.41,5904,5752.62,5743.4,6295.69
,E,5948.36,5584.58,5965.95,6125.65,6049.46,5425.98,5814.82,5982.11,5830.56,5384.76,5518.11,5730.63
,F,5732.02,5620.75,5473.94,5328.17,5241.19,5010.27,4999.55,5120.92,5630.79,4961.63,4991.07,5108.6
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1852210,1209470,1718290,1837160,2086640,1535730,1366530,1083860,1246400,867139,1035380,820255
,B,1194910,1062290,1200190,1104570,1255860,1243940,865699,900827,810912,588832,600164,490073
,C,372193,364481,403484,356605,404893,403259,214842,218024,219185,117972,147446,109908
,D,677901,836695,995769,790467,1013730,988720,896003,779020,959553,470879,536649,679346
,E,396125,316951,404602,480040,517661,473598,302539,253091,283441,149588,148847,357910
,F,208053,226238,240167,183397,221999,190597,87868,105440,110592,69159.1,67918.4,183632
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
