Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto21.5h_RealTime-Glo_4-17-2019_1-10-41 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5271.9,5138.24,4994.9,5259.06,4668.87,4209.23,4493.27,4319.24,4496.41,4271.39,4498.93,4401.87
,B,5055.12,4953.75,4593.55,4671.96,4604.46,4675.69,4537.67,4307.38,4471.91,4554.85,4300.3,4333.33
,C,4624.91,4437.66,4290.52,4727.43,4250.74,4262.28,4313.48,4018.62,4157.15,4203.8,3987.84,3977.32
,D,4385.58,4309.09,4207.41,4107.61,3980.42,4211.38,3964.56,4098.99,3918.44,3973.52,4050.54,3890.39
,E,4825.67,4252.1,4523.51,4455.69,4447.51,4226.1,4266.85,4126.3,4435.39,4232.66,4156.49,4061.01
,F,4171.77,3998.14,3924.36,3941.68,4045.58,4338.71,3948.34,3994.04,4204.59,3901.26,3956.32,4046.85
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1177360,1335740,1263920,1223690,988454,825001,746769,555588,673448,481313,592021,557427
,B,2226190,2487390,2200650,1925590,1984080,1830540,1590480,1370540,1468970,1421530,1267530,1226880
,C,393401,362060,342499,375205,333193,317775,221776,203768,243111,152440,144988,137526
,D,924287,1093910,957016,821944,749997,827194,565779,577173,498186,471049,428439,403042
,E,546836,562174,545819,485124,562110,510890,331757,305883,348631,254393,245381,226379
,F,197409,186738,174056,156479,154944,153901,92991.9,82568.2,103727,66656.8,77083.8,67834.9
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
