Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_11-06-56 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5998.52,6162.09,5988.67,5713.08,5200.49,5808.76,5661.74,5703.27,6189.69,15941.2,15144.4,16922.2
,B,5306.86,5913.15,4749.83,4863.25,4812.33,4863.08,5127.88,4893.93,5049.52,12876.4,12580.7,11771.9
,C,5779.16,5183.03,5031.86,5227.76,4999.23,4928.26,5529.12,5349.93,5611.3,17057.7,23646.6,21848.9
,D,4937.96,4524.37,4689.9,4634.5,4487.64,4640.64,4695.34,4723.55,4912.81,11629.3,12072,13334.2
,E,4643.35,4580.86,4332.56,4479.91,4332.62,4302.84,4473.22,4576.33,4829.69,8699.15,9068.41,10494.7
,F,4341.81,4134.89,4165.32,4232.25,4216.04,4647.68,4397.01,4664.54,4438.1,5272.94,5326.62,5405.85
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1644650,1240990,1867220,2337750,1694780,1883640,2137570,2069010,2232090,3703090,3294950,3361680
,B,1251470,1242620,1255330,1151950,1249420,1300150,1301170,1204890,1212270,2796980,2688600,2273150
,C,589463,639334,687206,623986,634222,720712,739156,770468,742384,1710140,2118570,2059310
,D,792676,950002,1031790,1023000,1031370,1071050,1007650,1005690,1059240,1776430,1851600,1898890
,E,389795,429796,423229,449864,454233,444413,478836,434948,459772,1159250,1138680,1117520
,F,200369,227933,209816,203489,203070,225607,196311,149309,158693,269984,285735,277449
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
