Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-29-2019_2-41-04 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6733.69,5228.85,6310.94,6275.21,6609.98,6040.97,6500.88,5446.39,6262.84,5468.93,6178.83,6111.79
,B,5310.49,4876.56,5286.96,5265.87,5469.95,5277.07,5129.86,5085.66,4980.36,5219.46,5287.2,5162.8
,C,5479.86,4925.81,5307.83,5186.94,5293.25,5197.94,5196.48,5014.59,5275.11,5355.82,5304.79,5256.14
,D,5207.41,5174.46,5357.09,5160.87,5450.88,5007.8,5393.84,5083,5340.06,5196.27,5258.95,5824.91
,E,5357.77,4877.72,5304.9,5339.75,5373.46,4875.12,5237.45,4607.03,4596.1,4883.75,4946.4,5249.54
,F,5236.39,5124.54,4901.04,4772.68,4698.07,4644.89,4681.7,4596.97,5270.33,4504.69,4375.55,4812.06
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2835750,2454370,2838560,2594210,2671310,2225020,2015140,1345870,1533350,885761,1138740,841995
,B,3006630,2444960,3209580,2232810,2546510,2549800,1843530,1642300,1642070,1053100,1134190,751876
,C,821447,454481,651813,541634,450847,635391,232306,242396,253679,120438,133675,128856
,D,1440070,1437420,1872200,1732980,1701380,1571750,1335880,1170210,1324040,649754,716953,840110
,E,800592,593400,643318,673168,704285,520725,336386,271886,298036,148708,151970,352331
,F,379127,620251,355341,408529,447907,280106,136236,167973,237102,99123.6,97491.4,191695
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
