Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_7-16-19 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7877.72,9559.22,7466.27,6226.21,6800.48,6311.16,5955.89,5330.46,5134.41,5468.95,6233.12,5767.1
,B,5935.39,5988.53,5465.01,4685.14,4798.72,5014.21,4525.16,4653.92,4789.39,4739.4,4611.95,4524.21
,C,5773.67,6255.62,5314.89,4641.69,4738.89,5001.8,4704.41,4706.7,4489.63,4578.63,4575.94,4578
,D,5743.58,6306.4,5324.83,4547.65,4608.11,4814.85,4403.99,4444.68,4432.47,4379.49,4421.25,4282.38
,E,6071.9,6198.79,5113.39,4783.76,4650.14,4927.29,4372.03,4104.65,4195.64,4535.93,4385.81,4220.27
,F,5960.06,5834.06,4887.91,4419.65,4435.56,4395.47,4294.38,4383.77,4402.23,4216.4,4163.22,4261.9
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2361810,2868490,2244200,1874120,2271800,2476900,2156710,1797720,1766330,1733430,1776040,1614240
,B,2121380,1987580,2010370,1865520,1735440,2125090,1913220,2130960,1828260,1724550,1601430,1499030
,C,438975,520751,510386,452804,471960,533189,458124,468211,414624,387113,402036,398546
,D,1681090,1799250,1268120,988301,1108710,1255060,982463,1082150,1073440,899726,900938,797432
,E,403958,605704,424333,461251,462121,535000,429437,381126,382951,434164,415222,430493
,F,503936,500564,423847,344674,333622,301699,280805,273363,227678,205307,196897,197434
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
