Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_7-21-18 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6095.05,6192.04,6104.3,5840.69,5320.61,5938.88,5732.52,5789.99,6170.86,16304.8,15552.1,17683.4
,B,5426.75,5905.05,4832.66,4959.86,4933.81,5000.93,5276.31,5037.31,5192.08,13466.4,13128.9,12323.1
,C,5865.02,5304.14,5184.97,5368.62,5137.74,5106.61,5701.64,5494.03,5772.5,18473.5,24600.7,22983.1
,D,5018.83,4632.63,4848.11,4789.51,4635.37,4826.83,4869.93,4920.35,5090.03,12289.1,12471.7,13414.6
,E,4750.38,4689.13,4473.56,4634.32,4480.48,4468.68,4658.35,4751.61,4981,9215.28,9340.61,10628.2
,F,4434.71,4254.5,4300.37,4377.38,4366.93,4846.39,4561.23,4854.18,4599.74,5501.62,5515.89,5553.13
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1705930,1162530,1873090,1864270,1767600,1921040,2201420,2115690,2255600,3702990,3386230,3415790
,B,1557220,1502540,1574830,1417630,1510710,1541660,1541380,1449760,1419500,2975880,2853630,2493230
,C,565298,631386,660616,624073,628511,696659,707818,773833,719596,1778730,2243720,1987580
,D,804474,936399,1086620,1088230,1075440,1147520,1029850,1070570,1093280,1849350,1939090,1992720
,E,387486,442541,423941,453804,462648,418265,513541,441906,468808,1287570,1249550,1192840
,F,195009,205446,202200,197796,198396,218955,171483,144053,154506,303053,320935,298040
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
