Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_9-29-39 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6049.69,6228.74,5781.39,5604.39,5088.63,5596.5,5522.43,5542.54,5911.76,15132.6,14414,16310.4
,B,5275.51,6039.14,4661.88,4758.3,4743.31,4765.81,5037.54,4819.1,4930.34,12380.3,11979.3,11249.1
,C,5797.25,5135.15,5001.17,5171.47,4929.79,4873.2,5423.42,5272.06,5500.81,16497.4,23369,21161.8
,D,4934.46,4457.92,4685.72,4623.07,4464.34,4625.45,4672.73,4686.02,4881.51,11433.7,12072.8,13441.4
,E,4598.38,4495.11,4311.28,4464.78,4317.24,4263,4458.18,4551.21,4777.69,8631.65,8997.32,10741.1
,F,4296.69,4075.6,4162.83,4228.77,4220.7,4671.25,4389.97,4660.04,4404.87,5209.71,5257.85,5388.11
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1628850,1162610,1823750,1838620,1689180,1881830,2201450,2098370,2195020,3760250,3420030,3483730
,B,1433920,1387940,1357040,1260470,1393840,1412390,1427190,1324420,1290270,2796540,2799400,2455420
,C,596662,616126,671445,614151,636344,702828,720120,771030,732102,1801760,2262200,2097530
,D,855310,926156,1064460,1082260,1060270,1124160,1044130,1084210,1098720,1798800,1927680,1976290
,E,432468,447105,437508,456050,459264,411009,476561,432635,466114,1235590,1191810,1277330
,F,222815,214107,204861,214302,201069,213009,175846,149571,159660,289005,294973,303953
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
