Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_8-55-16 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5954.29,5676.66,5677.48,5597.08,5094.23,5614.42,5477.08,5489.84,5818.53,14707.7,14215.8,15847.2
,B,5214.14,5299.5,4668.6,4741.05,4709.9,4751.34,5008.27,4795.88,4894.95,12220.4,11786.7,11031
,C,5654.08,5143.77,4979.94,5129.94,4900,4846.84,5258.27,5113.58,5316.58,17077.3,23566.6,21244.3
,D,4864,4513.83,4666.98,4631.48,4449.23,4651.33,4681.22,4720.18,4906.28,11609.6,12149.4,13393.1
,E,4542.92,4523.61,4326.43,4491.61,4315.44,4256.74,4474.11,4540.85,4779.12,8785.75,9191.57,10789.2
,F,4270.49,4140.59,4177.22,4241.22,4229.26,4660.43,4403.74,4675.4,4423.29,5210.01,5250.48,5295.67
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2029980,1271630,2140920,2179000,1995560,2225500,2447340,2293590,2442330,4189960,4005850,4052120
,B,2179040,2128740,2021890,1921270,2059600,2060550,2035690,2032860,2059490,3947590,3734840,3371250
,C,566745,578205,623397,567078,577529,649375,650692,690358,639583,2149140,2550120,2750860
,D,818299,962256,1124010,1148000,1142050,1211260,1095390,1170200,1171770,2132800,2357790,2385770
,E,374480,422232,422843,457368,453997,419688,466270,431763,448317,1471010,1460100,1521370
,F,162230,170357,170704,168007,170286,177408,141155,114925,128488,333479,348419,372855
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
