Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_7-19-36 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6213.04,6220.63,6223.39,5868.03,5311.73,5925.28,5795.2,5843.01,6380.54,16315.3,15441.8,17671.4
,B,5527.4,6055.77,4895.01,4958.96,4936.36,4972.63,5264.2,5027.27,5204.76,13396.7,13092,12307.2
,C,5945.28,5333.66,5188.24,5368.16,5142.79,5229.67,5786.03,5552.07,5876.86,17311.2,23667.4,21904.8
,D,5059.86,4648.31,4873.65,4754.05,4613.25,4746.37,4808.06,4872.63,5054.33,11776.1,12099.1,13087.5
,E,4792.47,4783.25,4457.49,4624.04,4497.18,4444.91,4614.77,4688.54,4956.33,8805.05,8964.82,10356.9
,F,4440.7,4223.64,4266.07,4336.81,4321.25,4814.45,4509.1,4792.94,4552.54,5405.99,5455.65,5512.61
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1284400,1012990,1521840,1586240,1401800,1613820,1920720,1819660,1972990,3151460,2857240,2933840
,B,1050340,1003700,1027610,938379,985229,1042510,1064610,988059,996054,2301920,2209730,1925620
,C,596330,670686,723701,673775,667965,753953,760864,813695,770799,1409070,1840210,1630880
,D,739438,876438,988172,977104,945030,1019130,951830,996854,1012080,1450090,1579210,1583240
,E,406798,475994,430729,458112,460071,417980,468680,434350,473702,994207,957273,959061
,F,220404,230194,227163,221712,221896,250267,192492,168635,179598,247919,261961,245561
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
