Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto40.5h_RealTime-Glo_4-18-2019_8-38-19 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5847.95,5568.9,5310.32,6243.4,4948.29,4420.39,4813.34,4674.1,4755.88,4535.46,4804.88,4622.53
,B,5597.99,5359.65,4862.46,4931.67,4831.81,4902.48,4793.65,4576.78,4803.25,4829.65,4574.54,4584.79
,C,5274.22,4771.35,4530.91,4902.65,4449.89,4478.42,4482.52,4291.78,4460.05,4536.41,4296.44,4240.49
,D,4886.66,4706.73,4449.53,4305.78,4178.93,4412.75,4295.01,4360.2,4157.43,4197.11,4287.11,4157.3
,E,5505.93,4600.72,4738.93,4635.5,4637.06,4445.45,4491.36,4331.45,4664.08,4482.11,4451.82,4302.64
,F,4818.84,4349.16,4113.33,4065.69,4176.49,4469.39,4137.94,4149.14,4411.05,4075.83,4173.21,4221.45
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1367210,1368120,1243930,1306620,939040,812554,694453,547518,643715,492467,562769,536981
,B,1804640,1591590,1702520,1354060,1400610,1233680,1097290,978551,1067400,939471,911648,909849
,C,544620,432364,393822,393838,384839,343519,226372,225120,257001,160898,163174,158485
,D,1333820,1076060,1025640,850581,784191,874579,610624,650333,563746,527088,526235,497869
,E,622258,616435,573283,486244,551058,491927,320920,298764,324752,251792,253044,232762
,F,415066,317938,297233,209487,215476,210352,128360,110313,142826,84843.5,100374,87033.6
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
