Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_2-18-24 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6033.26,6875.61,5800.52,5167.66,5255.51,5789.96,5189.4,5081.19,4913.9,5154.44,4910.08,4560.65
,B,5031.1,5285.05,5053.81,4760.86,4878.59,5073.62,4668.27,4788.8,4495.12,4427.99,4538.03,4663.41
,C,4902.34,5736.17,4785.33,4638.78,4786.12,5079.65,4799.82,4793.02,4557.75,4720.83,4639.35,4673.38
,D,4899.01,5549.02,4772.73,4541.32,4668.35,4862.15,4411.4,4452.21,4621.49,4498.23,4376.18,4368.14
,E,5453.5,5380.37,4605.25,4687.31,4557.94,4919.77,4452.27,4145.21,4236.02,4581.69,4447.57,4230.52
,F,5613.95,5485.97,4454.13,4356.61,4455.59,4449.61,4347.33,4438.43,4469.6,4285.09,4249.1,4354.4
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2866700,3319070,2486850,2021170,2444200,2845040,2469520,2118470,2067590,1932630,1991720,1803150
,B,2239810,2565270,2361430,2222290,2068960,2533930,2269380,2481740,2212300,2202770,1998190,1740890
,C,394425,524114,412943,443135,465675,524631,464104,460976,416095,386569,411228,393839
,D,1283500,1827250,1133190,1068920,1171800,1327190,1015360,1158040,1040660,1018270,949683,849812
,E,363213,528713,389517,454124,478734,559856,435778,380206,392125,438184,420715,457961
,F,402205,378502,302918,330919,335837,305704,293341,280598,231837,209763,207499,207017
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
