Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_2-28-33 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6023.63,7461.72,5759.46,4852.8,5291.24,5607.41,5092.86,4844.87,4539.31,4967.35,4931.57,4409.24
,B,4484.18,4789.05,4524.77,4380.54,4435.3,4648.21,4260.21,4373.79,4239.14,4146.89,4123.94,4085.15
,C,4398.82,5329.76,4455.44,4247,4359.55,4644.17,4378.03,4374.95,4171.66,4275.31,4149.38,4068.99
,D,4396.51,5169.02,4397.38,4142.73,4298.07,4488.67,4030.41,4160.64,4143.71,4089.43,3955.27,3956.14
,E,5115.04,5008.73,4390.69,4361.29,4243.2,4570.75,4087.19,3822.5,3915.38,4168.79,3972.88,3817.42
,F,5296.17,5156.45,4276.37,4182.33,4277.79,4275.9,4191.47,4269.58,4296.36,4098.41,4054.21,4142.6
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3822990,4120420,2961310,2620440,3108520,3595380,3364950,2551830,2503360,2250520,2293200,2047310
,B,3459500,4266920,3774690,3691870,3405950,4628820,3974320,4153220,3363550,3342340,3075830,2768540
,C,365546,576944,429152,464865,505464,600367,508021,517144,463204,419595,429670,418100
,D,1615250,2465450,1371450,1254360,1472540,1745640,1262720,1431740,1317290,1296660,1172170,990620
,E,365747,610970,464499,526611,601142,707659,503641,434810,482391,493377,472996,511556
,F,423611,449817,448194,486671,499036,472468,439180,427885,353123,305560,313100,308769
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
