Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto33.0h_RealTime-Glo_4-18-2019_12-40-28 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5344.1,5250.38,5132.06,5384.06,4817.23,4317,4686.95,4533.97,4677.6,4436.78,4687.41,4520.25
,B,5175.45,5054.59,4730.93,4789.3,4715.06,4777.73,4650.42,4427.23,4610.58,4727.96,4466.73,4498.86
,C,4795.81,4540.35,4395.65,4841.76,4347.11,4361.48,4391.01,4143.54,4253.78,4398.75,4169.37,4136.88
,D,4525.06,4399.44,4328.38,4216.37,4079.61,4311.33,4116.42,4226.01,4038.2,4097.22,4174.45,4034.12
,E,4977.61,4481.28,4636.33,4546.79,4545.02,4342.95,4371.63,4227.19,4560.64,4343.42,4302.55,4202.02
,F,4316.1,4079.74,4000.66,4009.85,4113.43,4417.04,4042.08,4076.37,4329.09,3991.5,4075.18,4149.91
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1104450,1231860,1170790,1137210,945540,817689,623953,540511,639009,441971,541702,504439
,B,1771030,1825530,1778110,1543700,1603900,1447850,1268490,1121340,1201830,1079290,1001530,1015220
,C,400593,377313,360226,381049,346870,326233,220327,209060,245932,152107,152074,143692
,D,953936,1071280,1000440,830952,761829,895698,568526,591504,517661,489434,456776,437201
,E,527979,535938,537678,470115,541896,487948,312365,291800,323208,244199,229666,212428
,F,208945,188242,205289,184231,177388,186421,106353,97524.7,124962,75731.4,85720.1,76036.7
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
