Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto23.0h_RealTime-Glo_4-17-2019_2-40-23 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5224.71,5137.14,5012.91,5270,4717.65,4225.97,4519.83,4392.64,4566.51,4306.23,4572.46,4445.17
,B,5076.19,4977.66,4642.03,4708.09,4635.38,4707.22,4556.55,4330.08,4491.84,4581.67,4338.89,4371.43
,C,4661.45,4467.63,4325.27,4762.65,4281.59,4280.59,4330.15,4037.32,4175.33,4222.7,4015.71,4011.9
,D,4432.85,4336.33,4250.13,4144.85,4020.1,4250.63,4005.41,4136.83,3944.97,3978.48,4068.36,3913.55
,E,4870.72,4291.31,4567.3,4491.22,4484.84,4262.63,4302.63,4154.34,4466.34,4257.06,4195.1,4088.81
,F,4226.93,4028.48,3954.78,3969.97,4073.62,4366.54,3977.6,4020.17,4240.58,3927.13,3983.41,4067.38
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1145260,1327360,1246450,1203810,972743,825698,727290,540031,674391,460499,576559,523911
,B,2134550,2348310,2197290,1856200,1910280,1735490,1508610,1321660,1405950,1349120,1191320,1246160
,C,400627,364722,344424,369474,342640,331865,217393,206503,240435,144600,145753,140874
,D,960246,1255900,941595,821953,751126,900234,560222,593874,517106,468002,429883,401072
,E,548720,574691,544500,506945,562589,527146,328006,300925,347341,247482,243122,221126
,F,194215,169511,173690,159089,160525,156722,96277.4,83978.1,106431,67131.1,78325.6,67440.2
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
