Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_3-21-21 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6155.93,6256.49,5915.02,5686.84,5178.7,5724.83,5608.52,5565.03,6207.17,15253.1,14599.2,16428.2
,B,5391.96,6108.09,4799.52,4837.08,4807.33,4815.69,5089.73,4871.22,4972.87,12474.6,12117.2,11316.6
,C,5868.87,5219.34,5083.05,5242.9,5007.48,5010.02,5552.77,5364.81,5638.03,16131.9,23236,20814.2
,D,4995.18,4565.35,4752.65,4683.33,4511.61,4650.74,4715.59,4731.68,4942.56,11344.7,12059.6,13500.3
,E,4705.73,4646.09,4359.96,4529.13,4359.8,4337.47,4501.46,4590.42,4843.85,8593.57,9062.41,10550.7
,F,4379.91,4152.13,4197.5,4260.4,4246.16,4697.53,4424.68,4697.42,4454.34,5261.51,5318.64,5410.73
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1541740,1134200,2100950,1674230,1556930,1732370,2013930,1951060,2074210,3851550,3050690,3169900
,B,1164610,1120610,1123680,1027410,1113760,1130640,1142070,1104820,1099710,2542990,2398850,2076380
,C,601685,655497,698235,648513,666719,753925,762979,823158,765687,1529380,2005400,1829630
,D,803575,885768,1026030,1013050,983320,1049540,985955,1051760,1073290,1592190,1724360,1778750
,E,405244,465216,428072,454626,457623,413462,478704,436044,461663,1059620,1026730,1086960
,F,214470,218996,220888,213432,213295,241292,190124,160462,168457,250772,277300,268150
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
