Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-28-2019_8-46-46 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4996.51,5907.37,4635.02,4013.16,4353.19,4510.75,4218.81,4037.65,3827.69,4153.13,4083.32,3821.68
,B,3893.08,4153.95,3920.09,3845.92,3943.48,4083.3,3781.17,3887.68,3713.9,3645.48,3629.88,3607.34
,C,3835.88,4561.76,3937.58,3758.2,3848.33,4017.12,3821.24,3822.42,3635.46,3657.86,3617.31,3535.76
,D,3864.02,4496.58,3918.04,3719.15,3851.86,3951.49,3646.35,3696.56,3769.47,3620.29,3513.82,3480.09
,E,3808.99,4451.97,3951.86,3883.15,3872.15,4144.4,3689.7,3519.83,3641.96,3720.01,3558.46,3437.37
,F,4089.84,4061.94,4110.93,4016.9,4138.1,4136.25,4038.81,4111.1,4131.75,3910.93,3868.23,3937.24
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3946130,4181690,2736350,2067840,2625530,3234500,2592380,2303470,2095750,2230100,2277190,1640740
,B,3991950,5841290,4894670,4400880,3971940,5713790,5303100,4677290,3658460,4218790,3796060,3100650
,C,191092,326009,229956,245820,282757,307413,256149,281909,246440,198390,227386,216937
,D,1407520,2521380,1085190,880346,1043860,1239830,781342,971137,917913,970533,724503,699145
,E,195422,364714,294108,310400,344548,447750,276228,230024,289080,251604,237115,219147
,F,342059,336799,339690,364343,370975,350185,317075,348262,274802,235634,238894,244048
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
