Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto30.0h_RealTime-Glo_4-17-2019_9-40-28 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5355.36,5234.43,5078.16,5342.77,4795.95,4296.46,4624.72,4505.95,4689.07,4454.46,4721.14,4555.6
,B,5174.71,5040.17,4720.32,4787.2,4735.67,4811.15,4694.84,4457.97,4654.52,4754.43,4515.19,4557.11
,C,4769.73,4534.34,4401.72,4854.36,4385.86,4368.8,4462.98,4208.55,4332.36,4448.31,4216.4,4212.94
,D,4515.61,4388.68,4339.8,4240.23,4119.92,4378.35,4250.67,4323,4129.05,4189.1,4269.45,4125.9
,E,4946.08,4386.21,4661.84,4586.38,4596.46,4416.28,4477.08,4345.34,4695.4,4480.51,4426.73,4308.52
,F,4276.11,4082.65,4023.33,4042.44,4172.12,4507.64,4150.07,4196.78,4489.02,4109.02,4180.33,4273.82
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1087360,1244280,1190420,1161260,947975,813069,693521,530873,643733,458830,571157,508499
,B,1844080,1990900,1843160,1559850,1744400,1604410,1358500,1199270,1272350,1188250,1099770,1106200
,C,385394,371863,376839,380961,344984,329310,223436,207933,247023,156184,151540,143680
,D,958994,1075540,943079,831735,774183,1038320,565141,594523,511629,482064,448865,427815
,E,531376,543159,536376,480188,556788,499000,315000,294989,333495,253848,236157,217344
,F,194224,181454,194528,179148,172688,179326,104078,106014,120332,74478.8,83218.7,75164
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
