Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto10.5h_RealTime-Glo_4-17-2019_2-38-57 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5058.21,5015.99,4859.04,5141.54,4579.51,4174.17,4524.65,4362.57,4536.21,4264.77,4496.18,4340.34
,B,4926.46,4870.58,4512.47,4598.85,4571.8,4660.59,4523.64,4331.03,4452,4547.46,4321.97,4252.78
,C,4470.6,4344.61,4242.23,4711.26,4245.05,4254.14,4322.3,4028.07,4213.1,4246.58,4016.01,3989.75
,D,4291.68,4246.46,4159.1,4080.31,3987.03,4217.49,3990.73,4117.76,3936.22,3960.54,4064.61,3903.62
,E,4710.33,4256.4,4470.61,4422.37,4447.36,4229.63,4251.78,4158.83,4455.03,4250.47,4170.11,4074.65
,F,4156.74,3972.07,3908.49,3949.66,4074.15,4381.8,3969.61,4038.31,4244.25,3950.56,3974.23,4098.89
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1354490,1533990,1453430,1420730,1107050,889740,936944,660514,819951,580615,729002,658192
,B,3115680,3524960,2968520,2533250,2686490,2464770,2326870,1901440,1940130,1963550,1671940,1663350
,C,439718,406625,384764,400155,365346,355230,253367,231435,279387,174493,157685,155395
,D,1061600,1295460,1078030,925246,836096,1057410,663462,654423,588281,484021,459911,409610
,E,631633,663686,637098,538004,649451,580597,397832,358803,387198,309426,298219,274555
,F,193110,152618,156466,143920,141984,139240,89843.8,74684.4,93261.5,64710.9,78451.6,65039
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
