Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_3-21-37 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7046.65,8768.67,6767.37,5745.85,6288.23,5690.28,5522.82,4967.09,4818.61,5050.93,5193.29,5452.3
,B,4900.75,4991.69,4713.09,4383.34,4483.87,4678.76,4182.84,4289.45,4277.2,4249.12,4187.62,4166.92
,C,4896.31,5396,4536.4,4300.7,4389.81,4629.79,4327.23,4310.84,4151.21,4203.71,4252.42,4208.68
,D,4903.11,5380.76,4498.96,4206.01,4261.51,4429.96,4046.49,4033.8,4051.03,4017.23,3994.43,3941.13
,E,5640.41,5351.24,4360.15,4407.65,4281.79,4507.77,4022.75,3768.77,3881.11,4144.42,4013.38,3835.8
,F,5744.4,5631.35,4321.56,4124.22,4140.4,4107.62,3992.05,4082.75,4088.19,3903.75,3845.32,3951.46
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2591490,2889660,2114840,1684700,2042600,2289000,2104760,1765910,1689570,1639920,1647200,1496030
,B,2239390,2301060,2125500,1939300,1825890,2248760,2038460,2237560,1880460,1794590,1732500,1472440
,C,437601,535490,413949,425177,460180,536750,437465,435726,394762,367562,378989,376716
,D,1366210,1723130,1106520,1014250,1089310,1238080,947567,1070800,1051990,905934,872053,720056
,E,429993,552770,388985,450126,455017,527573,412816,373639,372868,420971,401426,445650
,F,465518,450572,344341,366684,329919,295072,276607,266746,221788,210823,195680,195907
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
