Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto22.5h_RealTime-Glo_4-17-2019_2-10-22 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5270.24,5169.64,5048.91,5305.38,4744.2,4254.53,4555.05,4438.82,4643.49,4355.36,4621.82,4500.47
,B,5125.47,5025.61,4684.82,4745.8,4676.89,4745.73,4599.71,4386.06,4567.36,4665.24,4439.24,4473.25
,C,4699.55,4494.07,4361.24,4804.67,4320.59,4319.31,4374.75,4078.67,4234.51,4290.69,4086.68,4086.13
,D,4459.65,4372.95,4284.88,4180.97,4062.47,4297.18,4068.48,4182.25,3992.95,4032.42,4128.51,3987.04
,E,4905.77,4312.8,4601.06,4526.65,4521.34,4304.05,4341.13,4195.7,4521.94,4315.67,4248.97,4142.63
,F,4269.38,4061.38,3984.56,3999.97,4108.74,4378.8,4013.63,4057.45,4283.5,3970.7,4032.1,4119.11
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1079360,1289760,1269370,1196300,969000,812795,728430,545044,660265,455995,584829,533477
,B,2198640,2414720,2329460,1900360,1929690,1795080,1525710,1305780,1421970,1332050,1211830,1240270
,C,389849,360916,350242,375918,333336,320104,221096,204155,259202,151762,146079,138733
,D,980432,1090420,961155,817125,754120,888948,559037,590460,509979,467851,430881,399634
,E,552992,568728,538949,486003,567669,509901,328435,302078,347944,256429,246100,222998
,F,204133,172196,178222,158611,158380,160364,98533.7,83572.7,106058,66335.7,76584,67544.9
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
