Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-30-2019_2-46-58 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,8017.94,9661.31,7710.22,6324.62,7017.49,7110.27,6635.36,6002.43,5753.34,6186.31,6483.37,5929.23
,B,6047.77,6148.21,5734.83,4834.11,4916.62,5179.29,4729.84,4887.52,5016.04,5071.48,4836.58,4779.44
,C,5874.18,6468.25,5608.01,4829.78,4881.76,5176.74,4915.88,4908.85,4634.74,4781.45,4780.83,4764.24
,D,5842.17,6549.52,5597.83,4676.55,4742.41,5004.78,4514.26,4566.1,4605.98,4567.84,4603.56,4435.68
,E,6285.01,6416.14,5393.97,4956.4,4785.17,5170.49,4596.3,4254.81,4357.51,4729.88,4523.74,4408.93
,F,6083.44,5979.09,5069.28,4553.4,4564.89,4517.64,4400.98,4491.09,4510.11,4317.79,4270.96,4381.54
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1905230,2732550,1810210,1581560,1893350,2226560,1939620,1684880,1662140,1668160,1802420,1468900
,B,1210100,1383480,1385680,1467880,1334180,1710780,1517440,1598730,1424170,1322510,1317090,1133580
,C,308136,529667,429617,480701,499958,557711,492491,487777,452727,412429,409225,413583
,D,851576,1299180,901365,964263,1072460,1163910,934153,1020320,1013080,871741,856891,905123
,E,320817,507964,357667,455509,458036,516931,425996,373380,379111,444164,420231,425914
,F,268708,298589,284973,324924,324503,299874,278532,285552,225447,197397,199361,200037
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
