Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto11.0h_RealTime-Glo_4-17-2019_3-10-21 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5050.44,5011.38,4865.36,5134.69,4611.02,4199.41,4543.35,4384.8,4549.5,4269.87,4505.3,4346.51
,B,4931.54,4866.59,4520.16,4614.81,4586.42,4678.47,4535.06,4345.23,4456.28,4557.66,4341.84,4272.41
,C,4466.12,4348.36,4233.68,4707.69,4247.13,4261.44,4328.65,4031.53,4225.65,4259.32,4037.66,4018.79
,D,4270.16,4238.51,4148.83,4064.73,3981.88,4215.52,3981.15,4119.11,3940.11,3956.32,4073.99,3931.81
,E,4683.76,4247.42,4457.05,4406.64,4431.45,4215.84,4240.63,4144.6,4447.67,4248.73,4182.03,4086.42
,F,4120.26,3960.77,3904.13,3936.78,4055.47,4364.66,3958.98,4031.95,4240.39,3946.79,3979.58,4123.88
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1408680,1526670,1433570,1368220,1140830,907806,925857,676695,824176,585472,733273,662755
,B,3058920,3469680,2891890,2465920,2636600,2426900,2180180,1890770,1926450,1921480,1722850,1661320
,C,435147,398612,371436,398459,348748,351942,250867,227970,280113,172878,156279,152686
,D,1051120,1254940,1058800,881476,834364,1042300,653715,646598,565994,486201,458537,451955
,E,632918,660931,629230,532469,633598,576902,416975,360799,393139,309932,296437,277327
,F,192928,157144,157782,143921,142943,137993,84143.5,73776.6,92434.7,64050.5,79100.8,67149.2
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
