Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_5-48-26 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6207.23,6290,6048.26,5803.46,5280.52,5859.95,5732.16,5709.71,6331.24,15483.2,14693.1,16583.3
,B,5493.53,6173.95,4898.9,4942.65,4922.69,4936.65,5216.68,4973.56,5087.55,12837.5,12364.8,11456.1
,C,5924.93,5348.34,5207.65,5361.81,5142.24,5166.08,5719.83,5510.24,5802.23,16536.1,23669.5,21227.9
,D,5061.78,4657.93,4869.32,4795.54,4623.33,4766.7,4808.08,4845.56,5051.54,11659,12301,13714.6
,E,4788.98,4765.51,4476.38,4640.37,4490.96,4441.94,4614.81,4682.08,4952.18,8796.16,9175.6,10749.4
,F,4449.97,4238.8,4279.9,4350.57,4332.54,4832.45,4514.46,4790.62,4543.1,5385.35,5420.96,5480.24
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1450750,1102150,1653480,1635860,1525900,1672350,1971150,1883630,2017750,3454570,3055500,3123290
,B,1158260,1078490,1090000,1044680,1068180,1114810,1131060,1053280,1080770,2415450,2334970,2032050
,C,594216,659351,723431,673180,700884,758171,765201,849374,798586,1493070,1950850,1782810
,D,760163,889126,1016710,1073570,975702,1051580,975578,1048780,1044520,1519300,1672200,1703960
,E,416904,451087,432646,461641,469863,416535,476464,446415,466879,1020970,1018830,1013910
,F,220345,232700,228779,220287,221305,256967,194517,158726,174563,252025,266862,256486
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
